Instance,Global Circuit layer,Local Circuit Layer,Number of Teleported Qubits,Total Number of Teleported Qubits,Number of Teleported Qubit Swaps,Total Number of Teleported Qubits Minus Swaps,q_0,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10,q_11,q_12,q_13,q_14,q_15,q_16,q_17,q_18,q_19
0,110,110,0,18,0,9,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
0,111,111,0,18,0,9,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
0,112,112,0,18,0,9,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
0,113,113,0,18,0,9,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
0,114,114,0,18,0,9,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
0,115,115,0,18,0,9,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
0,116,116,0,18,0,9,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
0,117,117,0,18,0,9,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
0,118,118,0,18,0,9,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
0,119,119,2,20,1,10,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
0,120,120,0,20,0,10,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
0,121,121,0,20,0,10,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_1
