Instance,Global Circuit layer,Local Circuit Layer,Number of Teleported Qubits,Total Number of Teleported Qubits,Number of Teleported Qubit Swaps,Total Number of Teleported Qubits Minus Swaps,q_0,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10,q_11,q_12,q_13,q_14,q_15,q_16,q_17,q_18,q_19,q_20,q_21,q_22,q_23,q_24,q_25,q_26,q_27,q_28,q_29,q_30,q_31,q_32,q_33,q_34,q_35,q_36,q_37,q_38,q_39,q_40,q_41,q_42,q_43,q_44,q_45,q_46,q_47,q_48,q_49,q_50,q_51,q_52,q_53,q_54,q_55,q_56,q_57,q_58,q_59,q_60,q_61,q_62,q_63
241,1207,2,1,492,0,442,M_0,M_1,M_0,M_3,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_4,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
241,1208,3,1,493,0,443,M_0,M_1,M_0,M_3,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
241,1209,4,0,493,0,443,M_0,M_1,M_0,M_3,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
241,1210,5,0,493,0,443,M_0,M_1,M_0,M_3,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
242,1210,0,0,493,0,443,M_0,M_1,M_0,M_3,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_1,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
242,1211,1,1,494,0,444,M_0,M_1,M_0,M_3,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_4,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
242,1212,2,0,494,0,444,M_0,M_1,M_0,M_3,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_4,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
242,1213,3,0,494,0,444,M_0,M_1,M_0,M_3,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_4,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_0,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
242,1214,4,1,495,0,445,M_0,M_1,M_0,M_3,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_4,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
242,1215,5,0,495,0,445,M_0,M_1,M_0,M_3,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_4,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
243,1215,0,0,495,0,445,M_0,M_1,M_0,M_3,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_4,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
243,1216,1,0,495,0,445,M_0,M_1,M_0,M_3,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_4,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
243,1217,2,0,495,0,445,M_0,M_1,M_0,M_3,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_4,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
243,1218,3,0,495,0,445,M_0,M_1,M_0,M_3,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_4,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_1,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
243,1219,4,1,496,0,446,M_0,M_1,M_0,M_3,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_4,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_2,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
243,1220,5,0,496,0,446,M_0,M_1,M_0,M_3,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_4,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_2,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
244,1220,0,0,496,0,446,M_0,M_1,M_0,M_3,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_4,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_2,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
244,1221,1,0,496,0,446,M_0,M_1,M_0,M_3,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_4,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_2,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
244,1222,2,0,496,0,446,M_0,M_1,M_0,M_3,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_4,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_2,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
244,1223,3,0,496,0,446,M_0,M_1,M_0,M_3,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_4,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_2,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
244,1224,4,0,496,0,446,M_0,M_1,M_0,M_3,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_4,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_2,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
244,1225,5,0,496,0,446,M_0,M_1,M_0,M_3,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_4,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_2,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
245,1225,0,0,496,0,446,M_0,M_1,M_0,M_3,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_4,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_2,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
245,1226,1,0,496,0,446,M_0,M_1,M_0,M_3,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_4,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_2,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
245,1227,2,1,497,0,447,M_0,M_1,M_0,M_3,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_4,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_2,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_1,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
245,1228,3,1,498,0,448,M_0,M_1,M_0,M_3,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_4,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_3,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_1,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
245,1229,4,0,498,0,448,M_0,M_1,M_0,M_3,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_4,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_3,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_1,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
245,1230,5,0,498,0,448,M_0,M_1,M_0,M_3,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_4,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_3,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_1,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
246,1230,0,0,498,0,448,M_0,M_1,M_0,M_3,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_4,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_3,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_1,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
246,1231,1,0,498,0,448,M_0,M_1,M_0,M_3,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_4,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_3,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_1,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
246,1232,2,2,500,1,449,M_0,M_1,M_0,M_1,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_4,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_3,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
246,1233,3,0,500,0,449,M_0,M_1,M_0,M_1,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_4,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_3,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
246,1234,4,0,500,0,449,M_0,M_1,M_0,M_1,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_4,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_3,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
246,1235,5,0,500,0,449,M_0,M_1,M_0,M_1,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_4,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_3,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
247,1235,0,0,500,0,449,M_0,M_1,M_0,M_1,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_4,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_3,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
247,1236,1,2,502,0,451,M_0,M_1,M_0,M_1,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_0,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_4,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
247,1237,2,0,502,0,451,M_0,M_1,M_0,M_1,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_0,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_4,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
247,1238,3,0,502,0,451,M_0,M_1,M_0,M_1,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_0,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_4,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
247,1239,4,0,502,0,451,M_0,M_1,M_0,M_1,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_0,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_4,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
247,1240,5,0,502,0,451,M_0,M_1,M_0,M_1,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_0,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_4,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
248,1240,0,0,502,0,451,M_0,M_1,M_0,M_1,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_0,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_4,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
248,1241,1,0,502,0,451,M_0,M_1,M_0,M_1,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_0,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_4,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
248,1242,2,0,502,0,451,M_0,M_1,M_0,M_1,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_0,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_4,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
248,1243,3,0,502,0,451,M_0,M_1,M_0,M_1,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_0,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_4,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
248,1244,4,0,502,0,451,M_0,M_1,M_0,M_1,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_0,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_4,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
248,1245,5,0,502,0,451,M_0,M_1,M_0,M_1,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_0,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_4,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
249,1245,0,0,502,0,451,M_0,M_1,M_0,M_1,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_0,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_5,M_4,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
249,1246,1,2,504,1,452,M_0,M_1,M_0,M_1,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_0,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_4,M_5,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
249,1247,2,0,504,0,452,M_0,M_1,M_0,M_1,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_0,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_4,M_5,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
249,1248,3,0,504,0,452,M_0,M_1,M_0,M_1,M_0,M_0,M_3,M_0,M_0,M_1,M_5,M_0,M_0,M_0,M_5,M_0,M_1,M_1,M_3,M_1,M_2,M_5,M_5,M_4,M_5,M_0,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_2,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_3,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_4,M_5,M_5,M_5,M_5,M_5,M_5
