Instance,Global Circuit layer,Local Circuit Layer,Number of Teleported Qubits,Total Number of Teleported Qubits,Number of Teleported Qubit Swaps,Total Number of Teleported Qubits Minus Swaps,q_0,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10,q_11,q_12,q_13,q_14,q_15,q_16,q_17,q_18,q_19
13,132,4,0,36,0,36,M_0,M_0,M_0,M_0,M_2,M_0,M_0,M_2,M_2,M_1,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
13,133,5,2,38,1,37,M_0,M_0,M_0,M_0,M_2,M_0,M_0,M_1,M_2,M_2,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
13,134,6,0,38,0,37,M_0,M_0,M_0,M_0,M_2,M_0,M_0,M_1,M_2,M_2,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
13,135,7,0,38,0,37,M_0,M_0,M_0,M_0,M_2,M_0,M_0,M_1,M_2,M_2,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
13,136,8,0,38,0,37,M_0,M_0,M_0,M_0,M_2,M_0,M_0,M_1,M_2,M_2,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
13,137,9,0,38,0,37,M_0,M_0,M_0,M_0,M_2,M_0,M_0,M_1,M_2,M_2,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
14,137,0,0,38,0,37,M_0,M_0,M_0,M_0,M_2,M_0,M_0,M_1,M_2,M_2,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
14,138,1,0,38,0,37,M_0,M_0,M_0,M_0,M_2,M_0,M_0,M_1,M_2,M_2,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
14,139,2,0,38,0,37,M_0,M_0,M_0,M_0,M_2,M_0,M_0,M_1,M_2,M_2,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
14,140,3,0,38,0,37,M_0,M_0,M_0,M_0,M_2,M_0,M_0,M_1,M_2,M_2,M_1,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
14,141,4,2,40,1,38,M_0,M_0,M_0,M_0,M_2,M_0,M_0,M_1,M_2,M_1,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
14,142,5,0,40,0,38,M_0,M_0,M_0,M_0,M_2,M_0,M_0,M_1,M_2,M_1,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
14,143,6,0,40,0,38,M_0,M_0,M_0,M_0,M_2,M_0,M_0,M_1,M_2,M_1,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
14,144,7,0,40,0,38,M_0,M_0,M_0,M_0,M_2,M_0,M_0,M_1,M_2,M_1,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
14,145,8,0,40,0,38,M_0,M_0,M_0,M_0,M_2,M_0,M_0,M_1,M_2,M_1,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
14,146,9,0,40,0,38,M_0,M_0,M_0,M_0,M_2,M_0,M_0,M_1,M_2,M_1,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
15,146,0,0,40,0,38,M_0,M_0,M_0,M_0,M_2,M_0,M_0,M_1,M_2,M_1,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
15,147,1,0,40,0,38,M_0,M_0,M_0,M_0,M_2,M_0,M_0,M_1,M_2,M_1,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
15,148,2,2,42,0,40,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_2,M_1,M_2,M_2,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
15,149,3,1,43,0,41,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_2,M_1,M_2,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2
15,150,4,0,43,0,41,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_2,M_1,M_2,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2
15,151,5,0,43,0,41,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_2,M_1,M_2,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2
15,152,6,0,43,0,41,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_2,M_1,M_2,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2
15,153,7,0,43,0,41,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_2,M_1,M_2,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2
15,154,8,0,43,0,41,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_2,M_1,M_2,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2
15,155,9,1,44,0,42,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_2,M_1,M_2,M_2,M_2,M_1,M_1,M_1,M_1,M_2,M_2,M_2
16,155,0,0,44,0,42,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_2,M_1,M_2,M_2,M_2,M_1,M_1,M_1,M_1,M_2,M_2,M_2
16,156,1,0,44,0,42,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_2,M_1,M_2,M_2,M_2,M_1,M_1,M_1,M_1,M_2,M_2,M_2
16,157,2,1,45,0,43,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_2,M_1,M_2,M_2,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2
16,158,3,0,45,0,43,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_2,M_1,M_2,M_2,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2
16,159,4,0,45,0,43,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_2,M_1,M_2,M_2,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2
16,160,5,0,45,0,43,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_2,M_1,M_2,M_2,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2
16,161,6,1,46,0,44,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_2,M_1,M_2,M_2,M_2,M_2,M_1,M_1,M_1,M_1,M_2,M_2
16,162,7,0,46,0,44,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_2,M_1,M_2,M_2,M_2,M_2,M_1,M_1,M_1,M_1,M_2,M_2
16,163,8,0,46,0,44,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_2,M_1,M_2,M_2,M_2,M_2,M_1,M_1,M_1,M_1,M_2,M_2
16,164,9,0,46,0,44,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_2,M_1,M_2,M_2,M_2,M_2,M_1,M_1,M_1,M_1,M_2,M_2
17,164,0,0,46,0,44,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_1,M_2,M_1,M_2,M_2,M_2,M_2,M_1,M_1,M_1,M_1,M_2,M_2
17,165,1,3,49,1,46,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_1,M_1,M_1,M_1,M_1,M_1
17,166,2,0,49,0,46,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_1,M_1,M_1,M_1,M_1,M_1
17,167,3,0,49,0,46,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_1,M_1,M_1,M_1,M_1,M_1
17,168,4,0,49,0,46,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_1,M_1,M_1,M_1,M_1,M_1
17,169,5,0,49,0,46,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_1,M_1,M_1,M_1,M_1,M_1
17,170,6,0,49,0,46,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_1,M_1,M_1,M_1,M_1,M_1
17,171,7,0,49,0,46,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_1,M_1,M_1,M_1,M_1,M_1
17,172,8,0,49,0,46,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_1,M_1,M_1,M_1,M_1,M_1
17,173,9,0,49,0,46,M_0,M_0,M_0,M_0,M_0,M_0,M_0,M_2,M_2,M_1,M_2,M_2,M_2,M_2,M_1,M_1,M_1,M_1,M_1,M_1
