Instance,Global Circuit layer,Local Circuit Layer,Number of Teleported Qubits,Total Number of Teleported Qubits,Number of Teleported Qubit Swaps,Total Number of Teleported Qubits Minus Swaps,q_0,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10,q_11,q_12,q_13,q_14,q_15
0,21,21,0,8,0,8,M_3,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,22,22,0,8,0,8,M_3,M_1,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,23,23,1,9,0,9,M_3,M_2,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,24,24,0,9,0,9,M_3,M_2,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,25,25,0,9,0,9,M_3,M_2,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,26,26,0,9,0,9,M_3,M_2,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,27,27,1,10,0,10,M_3,M_3,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,28,28,0,10,0,10,M_3,M_3,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,29,29,0,10,0,10,M_3,M_3,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,30,30,0,10,0,10,M_3,M_3,M_0,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,31,31,1,11,0,11,M_3,M_3,M_1,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,32,32,0,11,0,11,M_3,M_3,M_1,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,33,33,0,11,0,11,M_3,M_3,M_1,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,34,34,0,11,0,11,M_3,M_3,M_1,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,35,35,1,12,0,12,M_3,M_3,M_2,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,36,36,0,12,0,12,M_3,M_3,M_2,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,37,37,0,12,0,12,M_3,M_3,M_2,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,38,38,2,14,0,14,M_0,M_5,M_2,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,39,39,1,15,0,15,M_0,M_5,M_3,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,40,40,0,15,0,15,M_0,M_5,M_3,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,41,41,0,15,0,15,M_0,M_5,M_3,M_0,M_0,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,42,42,1,16,0,16,M_0,M_5,M_3,M_1,M_0,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,43,43,0,16,0,16,M_0,M_5,M_3,M_1,M_0,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,44,44,0,16,0,16,M_0,M_5,M_3,M_1,M_0,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,45,45,0,16,0,16,M_0,M_5,M_3,M_1,M_0,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,46,46,1,17,0,17,M_0,M_5,M_3,M_2,M_0,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,47,47,0,17,0,17,M_0,M_5,M_3,M_2,M_0,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,48,48,0,17,0,17,M_0,M_5,M_3,M_2,M_0,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,49,49,0,17,0,17,M_0,M_5,M_3,M_2,M_0,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,50,50,1,18,0,18,M_0,M_5,M_3,M_3,M_0,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,51,51,0,18,0,18,M_0,M_5,M_3,M_3,M_0,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,52,52,1,19,0,19,M_0,M_5,M_3,M_3,M_1,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,53,53,0,19,0,19,M_0,M_5,M_3,M_3,M_1,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,54,54,0,19,0,19,M_0,M_5,M_3,M_3,M_1,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,55,55,0,19,0,19,M_0,M_5,M_3,M_3,M_1,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,56,56,1,20,0,20,M_0,M_5,M_3,M_3,M_2,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,57,57,0,20,0,20,M_0,M_5,M_3,M_3,M_2,M_0,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,58,58,1,21,0,21,M_0,M_5,M_3,M_3,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,59,59,0,21,0,21,M_0,M_5,M_3,M_3,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,60,60,1,22,0,22,M_0,M_5,M_3,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,61,61,0,22,0,22,M_0,M_5,M_3,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,62,62,0,22,0,22,M_0,M_5,M_3,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,63,63,0,22,0,22,M_0,M_5,M_3,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,64,64,0,22,0,22,M_0,M_5,M_3,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,65,65,1,23,0,23,M_0,M_5,M_3,M_3,M_3,M_2,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,66,66,0,23,0,23,M_0,M_5,M_3,M_3,M_3,M_2,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,67,67,0,23,0,23,M_0,M_5,M_3,M_3,M_3,M_2,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3,M_3
0,68,68,2,25,0,25,M_0,M_5,M_3,M_3,M_3,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3
0,69,69,0,25,0,25,M_0,M_5,M_3,M_3,M_3,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3
0,70,70,1,26,0,26,M_0,M_5,M_3,M_3,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3
0,71,71,0,26,0,26,M_0,M_5,M_3,M_3,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3
0,72,72,0,26,0,26,M_0,M_5,M_3,M_3,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3
0,73,73,0,26,0,26,M_0,M_5,M_3,M_3,M_3,M_3,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3
0,74,74,1,27,0,27,M_0,M_5,M_3,M_3,M_3,M_3,M_2,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3
0,75,75,0,27,0,27,M_0,M_5,M_3,M_3,M_3,M_3,M_2,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3
0,76,76,0,27,0,27,M_0,M_5,M_3,M_3,M_3,M_3,M_2,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2,M_3
0,77,77,2,29,0,29,M_0,M_5,M_3,M_3,M_3,M_3,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
0,78,78,0,29,0,29,M_0,M_5,M_3,M_3,M_3,M_3,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
0,79,79,0,29,0,29,M_0,M_5,M_3,M_3,M_3,M_3,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
0,80,80,0,29,0,29,M_0,M_5,M_3,M_3,M_3,M_3,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
0,81,81,1,30,0,30,M_0,M_5,M_3,M_3,M_3,M_3,M_8,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
0,82,82,1,31,0,31,M_0,M_5,M_3,M_3,M_3,M_3,M_8,M_2,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
0,83,83,0,31,0,31,M_0,M_5,M_3,M_3,M_3,M_3,M_8,M_2,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
0,84,84,0,31,0,31,M_0,M_5,M_3,M_3,M_3,M_3,M_8,M_2,M_1,M_1,M_1,M_1,M_2,M_2,M_2,M_2
0,85,85,1,32,0,32,M_0,M_5,M_3,M_3,M_3,M_3,M_8,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2
0,86,86,0,32,0,32,M_0,M_5,M_3,M_3,M_3,M_3,M_8,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2
0,87,87,0,32,0,32,M_0,M_5,M_3,M_3,M_3,M_3,M_8,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2
0,88,88,0,32,0,32,M_0,M_5,M_3,M_3,M_3,M_3,M_8,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2,M_2
0,89,89,1,33,0,33,M_0,M_5,M_3,M_3,M_3,M_3,M_8,M_2,M_2,M_1,M_1,M_1,M_1,M_2,M_2,M_2
0,90,90,0,33,0,33,M_0,M_5,M_3,M_3,M_3,M_3,M_8,M_2,M_2,M_1,M_1,M_1,M_1,M_2,M_2,M_2
0,91,91,1,34,0,34,M_0,M_5,M_3,M_3,M_3,M_3,M_8,M_2,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2
0,92,92,0,34,0,34,M_0,M_5,M_3,M_3,M_3,M_3,M_8,M_2,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2
0,93,93,0,34,0,34,M_0,M_5,M_3,M_3,M_3,M_3,M_8,M_2,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2
0,94,94,0,34,0,34,M_0,M_5,M_3,M_3,M_3,M_3,M_8,M_2,M_2,M_1,M_1,M_1,M_1,M_1,M_2,M_2
0,95,95,1,35,0,35,M_0,M_5,M_3,M_3,M_3,M_3,M_8,M_2,M_2,M_2,M_1,M_1,M_1,M_1,M_2,M_2
0,96,96,0,35,0,35,M_0,M_5,M_3,M_3,M_3,M_3,M_8,M_2,M_2,M_2,M_1,M_1,M_1,M_1,M_2,M_2
0,97,97,0,35,0,35,M_0,M_5,M_3,M_3,M_3,M_3,M_8,M_2,M_2,M_2,M_1,M_1,M_1,M_1,M_2,M_2
0,98,98,1,36,0,36,M_0,M_5,M_3,M_3,M_3,M_3,M_8,M_2,M_2,M_2,M_1,M_1,M_1,M_1,M_1,M_2
0,99,99,0,36,0,36,M_0,M_5,M_3,M_3,M_3,M_3,M_8,M_2,M_2,M_2,M_1,M_1,M_1,M_1,M_1,M_2
0,100,100,1,37,0,37,M_0,M_5,M_3,M_3,M_3,M_3,M_8,M_2,M_2,M_2,M_2,M_1,M_1,M_1,M_1,M_2
0,101,101,0,37,0,37,M_0,M_5,M_3,M_3,M_3,M_3,M_8,M_2,M_2,M_2,M_2,M_1,M_1,M_1,M_1,M_2
0,102,102,0,37,0,37,M_0,M_5,M_3,M_3,M_3,M_3,M_8,M_2,M_2,M_2,M_2,M_1,M_1,M_1,M_1,M_2
0,103,103,1,38,0,38,M_0,M_5,M_3,M_3,M_3,M_3,M_8,M_2,M_2,M_2,M_2,M_1,M_1,M_1,M_1,M_1
0,104,104,0,38,0,38,M_0,M_5,M_3,M_3,M_3,M_3,M_8,M_2,M_2,M_2,M_2,M_1,M_1,M_1,M_1,M_1
0,105,105,0,38,0,38,M_0,M_5,M_3,M_3,M_3,M_3,M_8,M_2,M_2,M_2,M_2,M_1,M_1,M_1,M_1,M_1
0,106,106,0,38,0,38,M_0,M_5,M_3,M_3,M_3,M_3,M_8,M_2,M_2,M_2,M_2,M_1,M_1,M_1,M_1,M_1
0,107,107,0,38,0,38,M_0,M_5,M_3,M_3,M_3,M_3,M_8,M_2,M_2,M_2,M_2,M_1,M_1,M_1,M_1,M_1
0,108,108,0,38,0,38,M_0,M_5,M_3,M_3,M_3,M_3,M_8,M_2,M_2,M_2,M_2,M_1,M_1,M_1,M_1,M_1
